,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell619,37,22,0,4,17,6,36,41,67,44,32,18,10,11,367,35,438,25,0,49,16,298,0,16,26,15,26,0,0,1,1,16,0,10,0,6,3,150,41,4,7,21,1,137,0,0,6,0,85,56,3,70,62,18,111,77,28,12,134,1,3,5,54,37,54,280,12,24,0,11,382,111,30,2,1,2,60,2,69,0,128,91,2,5,55,38,0,43,81,70,29,4,4,9,10,0,17,186,1,8,34,57,0,3,6,1,925,4,94,40
cell620,34,22,0,10,18,2,18,24,17,29,57,1,7,1,329,3,419,33,2,57,17,237,0,6,18,12,26,0,7,0,3,28,10,8,9,0,11,125,19,4,3,47,1,187,0,3,2,0,76,52,2,50,48,9,85,32,29,16,93,0,4,16,40,45,62,242,24,10,0,8,381,145,21,0,1,2,45,5,220,0,66,140,10,23,54,23,44,24,30,59,12,3,12,56,8,0,43,129,1,31,29,69,0,5,12,3,23,3,40,37
cell621,31,67,0,13,14,8,82,113,21,23,33,59,2,23,74,11,78,10,0,174,35,271,0,6,116,36,80,0,0,6,32,72,3,14,0,27,12,20,4,0,2,5,2,30,20,0,11,0,13,5,8,10,21,27,19,13,20,23,24,1,11,1,15,46,43,48,2,11,2,7,63,33,63,3,6,16,43,0,23,0,76,32,5,29,8,107,7,202,599,34,38,4,0,0,3,0,2,42,2,24,49,36,0,6,20,12,3575,2,52,87
cell622,33,20,0,2,0,1,26,10,36,34,58,27,3,7,281,12,251,37,0,53,18,195,1,3,23,11,12,0,4,0,5,16,0,4,6,6,13,63,43,2,6,36,1,71,2,0,2,0,87,22,1,56,44,29,93,45,22,13,109,1,0,31,60,48,61,223,7,13,0,8,346,106,33,1,1,5,57,3,81,2,114,144,2,23,80,23,3,31,90,49,26,3,7,105,5,8,19,161,1,17,37,67,0,3,6,1,1232,5,38,66
cell623,17,86,0,32,28,3,29,35,28,13,8,0,2,5,52,3,73,5,0,119,41,233,0,4,86,10,7,0,2,1,18,61,7,2,0,10,2,16,3,1,3,10,3,30,5,2,8,0,24,2,4,11,9,69,8,11,55,18,18,2,0,2,21,43,51,47,3,20,7,7,63,12,41,4,1,1,46,61,41,6,63,98,1,35,13,101,21,77,588,67,27,3,0,77,15,0,5,4,2,15,44,19,0,15,12,9,2227,16,60,371
cell624,30,24,0,7,0,2,33,33,16,53,102,10,3,10,315,20,387,34,0,51,15,250,0,7,14,10,10,0,0,5,1,31,2,0,3,7,3,177,15,1,19,54,1,101,0,19,11,0,69,13,15,64,44,23,94,23,35,23,120,1,4,23,63,38,50,178,24,14,5,22,462,71,15,1,4,6,39,11,109,2,68,13,6,7,15,7,38,47,90,77,10,2,10,0,4,0,21,186,0,12,34,48,0,6,12,2,2776,9,24,176
cell625,15,129,0,11,0,31,40,48,12,61,53,131,1,15,328,20,415,57,0,69,23,151,0,8,34,13,25,0,0,0,6,28,4,9,15,10,18,74,20,2,12,51,2,100,0,40,12,2,95,39,5,46,52,37,70,76,36,15,165,4,4,29,78,45,62,254,56,13,0,8,429,61,36,0,0,2,40,14,72,1,75,136,2,26,36,74,1,43,124,81,25,12,11,7,7,0,16,144,4,29,34,50,0,2,3,1,94,6,38,102
cell626,59,23,0,10,0,0,50,36,36,69,76,52,5,8,441,13,219,54,0,53,24,320,1,11,6,15,23,0,4,1,8,21,3,12,20,3,4,165,20,4,4,52,0,192,0,3,0,0,84,26,7,65,32,33,138,35,36,14,138,0,9,12,63,29,30,271,17,15,3,17,403,27,31,2,3,8,50,8,47,3,78,71,4,24,89,31,22,45,88,64,25,18,3,0,4,0,12,181,0,52,45,55,0,4,8,1,159,10,51,30
cell627,47,141,0,14,29,6,52,79,87,40,15,0,0,8,54,10,76,6,0,221,56,272,1,2,89,19,61,0,0,0,3,109,0,5,0,3,18,17,4,2,0,6,1,17,6,2,21,2,14,18,6,7,11,85,12,19,54,21,25,1,18,1,10,57,86,51,1,15,0,1,74,23,31,0,3,6,34,34,36,1,52,144,1,35,10,51,3,85,438,33,31,1,0,0,2,1,4,28,11,19,48,46,0,9,7,7,181,6,56,122
cell628,36,23,0,4,0,0,31,51,41,60,38,173,2,4,371,47,159,107,0,51,12,282,0,23,8,7,6,0,18,0,0,25,1,8,0,3,3,144,33,0,16,36,1,187,0,8,3,0,95,6,4,60,52,35,36,76,28,18,144,0,2,38,80,35,54,342,41,16,0,6,511,96,41,0,0,3,46,2,107,0,70,60,0,12,90,10,24,33,77,55,19,18,2,0,5,0,7,258,2,32,43,62,1,7,15,2,79,17,12,122
cell629,33,23,0,10,0,13,70,20,31,44,81,204,3,21,346,27,409,47,0,44,21,356,0,1,14,12,23,0,0,0,2,13,0,5,1,30,5,137,13,1,13,50,0,100,2,1,3,0,62,37,3,73,42,26,72,64,30,21,130,0,1,30,36,32,46,273,7,15,1,11,404,91,48,1,4,3,32,6,58,0,61,212,3,11,87,7,29,79,61,66,43,5,5,12,0,0,43,138,2,43,49,40,0,7,5,1,1618,10,33,250
cell630,9,23,0,8,0,2,104,56,38,28,91,0,2,14,408,18,515,92,1,66,32,207,0,10,28,4,15,0,6,0,9,42,2,6,47,4,11,222,16,4,10,46,1,109,0,13,3,1,91,17,2,41,46,33,98,86,45,16,125,1,2,28,70,34,61,304,29,13,0,12,346,72,33,0,10,2,34,3,36,1,118,28,0,32,112,11,24,62,54,64,14,6,9,0,10,0,9,186,0,38,53,52,0,4,7,3,1906,11,37,55
cell631,22,19,0,3,0,0,10,38,11,25,59,0,3,16,394,20,484,45,3,83,19,283,1,17,37,8,5,0,0,0,13,33,6,4,0,5,3,172,17,8,7,74,0,159,0,23,5,0,41,30,3,29,47,16,87,97,28,8,177,2,1,29,81,39,72,306,35,19,0,13,468,162,53,1,4,2,67,0,10,1,97,60,1,8,54,15,6,61,56,85,39,25,0,92,2,1,44,180,1,45,39,46,0,2,6,1,1,1,42,42
cell632,9,14,0,2,0,0,14,17,40,34,49,21,0,6,282,4,350,21,0,85,27,185,1,11,36,13,12,0,2,0,2,34,0,4,1,12,8,128,19,7,10,27,0,123,0,4,1,2,72,17,5,53,41,37,65,23,25,8,113,0,2,42,66,40,54,208,16,15,0,8,339,62,36,0,7,1,35,2,75,0,36,88,2,12,36,28,6,65,80,58,10,3,5,45,10,0,14,124,1,32,46,52,0,12,11,3,1148,6,78,33
cell633,32,89,0,2,0,0,50,42,26,37,93,30,14,8,324,20,405,103,7,92,25,344,2,9,25,12,7,0,0,0,1,47,3,16,0,8,7,133,22,2,5,36,0,101,0,4,3,2,76,31,4,47,56,77,58,54,35,13,111,1,7,13,82,35,50,181,1,22,6,15,427,90,56,4,12,3,43,6,5,3,111,73,2,28,32,36,20,71,129,66,21,12,23,133,5,0,23,123,2,27,48,70,0,2,7,2,649,8,53,141
cell634,14,32,0,3,0,0,21,26,57,28,71,5,3,2,329,11,453,44,9,83,50,289,2,5,41,11,30,0,2,0,7,41,1,6,0,2,4,295,26,1,36,24,0,144,0,0,8,0,95,35,9,89,54,23,120,97,33,10,129,2,5,17,58,39,83,311,6,19,1,19,439,37,43,4,7,2,45,1,4,0,37,108,7,31,40,11,10,45,94,67,17,7,11,25,6,0,18,207,4,39,66,53,1,13,11,6,663,14,29,122
cell635,28,71,0,9,16,2,103,48,34,25,14,3,2,4,77,6,109,11,8,136,49,273,1,5,67,21,28,0,0,0,7,47,16,4,0,19,10,46,3,1,0,15,0,22,9,1,0,0,32,4,3,11,20,55,10,13,38,17,47,1,19,4,23,46,38,63,12,8,0,6,85,24,38,2,7,1,56,42,15,0,57,77,4,28,15,52,8,97,487,24,9,4,0,0,5,0,1,23,9,18,38,30,0,5,5,2,630,15,42,52
cell636,25,30,0,7,0,0,35,39,32,66,68,0,4,9,251,5,266,54,7,83,33,266,1,1,38,18,8,0,3,0,6,36,2,9,0,5,14,115,12,2,18,25,1,150,0,0,11,6,106,12,3,37,41,13,79,44,40,19,120,0,10,39,50,44,70,203,14,10,5,6,320,68,3,3,5,6,62,4,53,0,90,170,3,29,57,40,12,61,96,81,34,21,10,0,9,0,11,102,2,41,53,52,0,3,7,3,291,14,53,91
cell637,9,36,0,26,56,47,94,106,96,27,11,161,2,8,82,4,69,20,0,167,36,236,2,16,65,30,41,0,0,0,31,90,3,16,0,24,20,19,5,1,2,10,9,49,29,1,26,0,26,2,3,8,18,101,10,23,39,33,49,1,3,7,13,67,50,63,7,42,10,7,69,13,94,1,8,27,50,12,16,2,94,61,5,43,12,120,0,162,545,49,29,2,0,13,3,0,2,22,5,24,46,29,0,2,28,3,0,8,81,181
cell638,78,55,0,47,174,0,138,167,67,24,9,10,0,27,44,3,60,10,0,157,51,73,0,5,47,23,42,0,0,0,1,66,1,15,0,36,2,29,9,2,0,10,1,21,22,5,14,0,13,3,5,9,2,150,7,22,45,32,29,2,20,7,8,51,68,48,1,28,1,3,50,5,100,3,11,18,46,10,20,0,57,76,2,33,3,118,3,262,559,30,45,2,7,82,5,0,3,11,5,21,40,31,2,8,9,4,39,18,59,68
cell639,46,76,0,4,14,1,46,40,50,13,24,15,1,2,111,5,121,25,0,153,39,288,5,6,56,35,41,0,0,0,46,58,0,2,20,6,10,14,10,0,4,9,0,32,1,0,10,3,27,6,17,13,17,65,15,10,20,22,40,2,4,0,21,40,92,71,12,19,0,9,91,17,40,2,3,9,27,0,25,1,44,185,3,25,9,93,25,106,407,58,52,1,0,27,10,0,6,53,0,23,42,19,0,1,6,3,1666,18,58,243
cell640,16,48,0,27,37,14,99,38,58,20,21,14,0,2,61,9,66,13,4,137,31,242,1,16,100,31,73,0,0,0,15,78,20,9,0,21,4,10,6,0,12,19,2,33,4,3,18,1,32,7,12,1,17,58,22,8,45,21,32,0,0,3,21,46,55,53,0,22,5,13,68,27,56,0,12,18,54,47,12,0,79,54,7,25,8,64,26,119,524,75,38,7,6,20,10,0,4,29,16,16,59,24,5,5,8,5,40,15,51,94
cell641,19,14,0,8,0,0,27,64,33,50,94,128,0,6,383,37,434,24,0,91,47,356,3,20,45,12,58,0,0,0,16,35,0,18,5,12,24,241,31,4,5,22,2,77,1,1,3,0,69,63,5,51,58,28,68,84,71,17,143,0,4,48,64,61,37,303,25,19,0,12,362,90,45,5,5,3,56,5,68,0,112,109,7,38,119,50,25,70,81,72,16,22,9,25,15,1,8,124,2,19,51,77,0,8,11,2,2,10,40,88
cell642,15,28,0,6,0,1,19,61,25,47,96,14,0,2,323,16,241,49,3,65,24,263,1,9,21,14,7,0,0,0,1,27,1,10,0,3,17,286,14,3,15,48,1,130,0,1,1,0,80,39,6,70,20,15,49,45,29,12,133,0,7,6,76,26,47,290,5,8,6,13,406,56,31,2,1,2,54,0,76,0,71,44,4,35,96,14,6,38,67,67,15,11,18,16,7,0,54,167,5,36,42,50,0,8,7,3,485,21,46,20
cell643,30,21,0,14,0,10,29,12,52,28,47,6,23,2,327,17,237,59,0,66,24,348,1,18,34,8,6,0,2,6,5,27,0,0,0,0,3,204,34,3,12,18,1,81,0,5,5,1,105,31,3,72,47,17,46,76,22,17,138,0,3,12,64,52,60,209,21,9,2,9,386,76,26,0,3,1,50,7,99,2,89,55,4,33,49,26,0,36,83,47,33,9,6,24,5,0,20,166,2,44,56,50,0,2,2,2,799,13,33,173
cell644,57,61,0,30,101,8,95,69,78,30,45,67,0,13,79,17,113,3,0,184,58,302,1,2,75,33,81,0,0,4,21,97,1,7,0,19,10,67,12,2,6,15,3,32,15,0,10,9,15,5,9,5,28,45,22,17,47,20,39,5,5,2,25,37,62,82,6,18,1,6,105,36,53,3,7,4,45,2,68,2,54,25,9,31,36,88,4,118,541,42,13,5,0,0,9,0,1,11,0,27,49,27,2,6,4,5,5208,3,49,6
cell645,18,29,0,7,0,0,10,45,39,52,74,148,8,3,394,24,453,95,2,71,19,349,2,15,19,11,14,0,0,0,0,36,1,0,1,1,13,237,19,3,18,50,0,167,0,0,0,2,100,41,10,76,61,24,88,41,21,18,142,1,5,8,39,51,61,327,24,18,1,9,494,128,32,0,0,5,54,17,161,1,130,103,3,57,38,14,43,43,98,74,23,0,10,33,8,5,7,136,1,69,59,68,0,4,7,2,385,12,36,94
cell646,47,58,0,18,80,16,67,78,57,2,10,84,1,2,57,9,69,12,0,165,36,171,0,0,72,31,28,0,0,0,61,94,2,6,0,11,8,17,2,0,0,6,4,19,13,2,9,4,14,10,7,13,10,23,14,7,54,27,20,5,8,1,18,42,87,57,5,12,4,6,69,12,39,1,9,8,39,35,0,1,84,161,8,25,7,144,10,107,610,35,32,1,6,0,15,4,2,10,2,11,26,33,0,5,6,4,503,1,96,137
cell647,49,68,2,36,14,1,70,108,72,26,30,155,3,0,94,4,93,14,0,178,52,277,7,2,57,16,33,0,0,0,25,79,0,33,0,7,16,38,7,0,2,10,5,39,20,0,27,0,30,4,11,4,22,9,14,24,39,22,56,0,2,7,19,65,89,64,3,39,2,4,106,17,75,1,3,2,45,12,57,1,90,67,4,45,23,79,2,143,621,42,19,2,0,0,2,0,14,7,3,26,35,17,0,5,18,13,869,2,125,126
cell648,109,176,0,53,52,4,103,103,43,30,18,10,7,10,67,10,86,10,0,374,113,229,2,2,116,19,69,0,2,3,22,129,3,52,3,8,9,21,9,2,11,11,3,23,19,0,31,0,6,2,10,8,15,142,19,11,99,20,20,4,3,1,21,76,110,56,0,28,0,5,82,14,55,2,2,0,41,25,7,0,77,90,1,28,17,33,6,98,678,63,50,6,13,0,2,0,1,40,5,27,59,26,0,7,12,12,744,3,138,98
cell649,25,24,0,4,0,2,30,17,34,72,59,140,14,6,359,21,426,34,1,56,22,282,0,18,21,11,7,0,0,1,6,24,1,8,0,4,5,225,21,4,16,57,0,113,1,0,6,7,69,14,7,39,50,39,78,47,30,14,132,1,0,22,48,47,71,258,36,14,0,11,403,47,40,0,3,4,49,2,105,0,139,141,2,44,78,38,2,27,78,114,9,19,21,22,6,0,9,116,2,35,47,73,3,5,6,0,557,7,47,48
cell650,22,38,0,6,0,0,32,38,18,69,137,48,4,4,365,8,499,117,0,47,29,288,0,14,14,17,23,0,1,0,10,19,1,1,0,6,20,149,8,2,16,25,1,174,0,4,1,0,123,23,5,54,64,12,82,64,55,18,134,3,5,15,76,40,69,328,39,13,0,14,490,147,19,2,3,3,55,2,64,2,74,104,1,29,52,15,24,23,77,98,15,2,17,1,12,0,19,224,1,13,54,67,0,5,7,1,471,6,38,185
cell651,17,39,0,31,44,1,22,60,24,27,16,0,6,2,79,10,107,29,1,185,59,242,1,10,47,31,8,0,0,0,14,69,17,3,3,12,10,53,6,0,2,7,0,28,9,1,4,0,5,5,6,10,18,39,20,18,36,26,48,1,8,5,28,46,81,73,0,23,3,10,84,18,36,0,13,2,38,10,36,0,65,119,3,29,15,47,13,111,503,46,21,6,6,46,3,0,3,21,1,23,50,28,1,5,13,0,1990,11,76,113
cell652,38,55,0,22,27,28,71,54,42,18,16,31,3,3,67,3,103,31,0,151,49,280,3,0,41,19,26,4,3,0,1,73,0,6,1,17,16,18,10,0,2,17,2,27,11,1,15,0,43,8,15,11,17,23,25,6,28,16,41,0,19,2,23,41,63,78,4,32,4,2,94,16,28,3,20,7,39,52,25,2,80,48,12,18,12,83,8,108,454,50,29,0,1,8,3,0,22,21,7,33,41,30,0,12,22,8,835,5,103,207
cell653,37,53,0,28,36,2,27,61,41,20,21,0,0,8,80,8,100,20,0,192,38,252,0,10,88,21,55,1,0,0,52,103,2,0,0,6,4,32,4,0,0,21,0,39,9,0,18,0,20,7,13,16,7,46,24,8,60,17,38,0,3,8,21,42,82,69,2,18,5,5,92,35,19,3,3,7,47,11,20,11,66,126,3,29,15,32,32,107,498,58,40,6,0,0,1,0,0,50,8,31,34,28,1,1,9,1,1599,21,60,38
cell654,9,19,0,6,0,0,21,47,30,103,91,0,9,19,391,19,310,28,0,60,32,259,0,3,45,9,29,0,0,0,3,22,0,9,0,4,16,234,33,2,3,40,2,141,0,2,9,0,82,22,7,71,46,16,94,30,43,12,128,2,0,15,73,55,65,291,12,19,0,10,344,78,41,0,7,11,72,2,118,1,115,137,0,32,120,20,31,48,95,102,13,3,2,0,7,0,13,148,0,30,54,60,0,3,4,4,433,30,27,104
cell655,21,31,0,9,20,0,26,15,51,61,78,41,19,9,278,36,233,44,2,63,26,260,0,7,22,13,1,0,0,0,3,32,2,10,0,2,9,102,30,5,3,13,0,125,0,1,0,0,85,61,6,51,40,9,39,92,49,9,90,1,5,15,60,50,71,223,24,16,0,3,379,83,50,1,4,5,79,2,59,16,170,98,5,41,55,22,1,58,92,117,30,21,3,0,4,0,4,141,3,20,40,77,0,6,4,5,688,8,69,106
cell656,24,26,0,4,6,10,32,56,75,44,92,1,4,8,441,19,546,28,15,75,25,206,0,3,21,8,7,0,2,0,1,47,2,8,6,2,9,214,16,3,21,28,1,206,0,3,5,0,136,21,11,56,40,31,120,64,54,16,164,3,0,26,70,51,55,252,8,15,0,15,549,153,41,1,4,1,81,24,125,0,63,96,2,32,216,25,8,55,110,97,13,2,18,0,5,0,35,145,0,32,41,68,0,6,8,3,552,23,68,38
cell657,14,24,0,6,0,4,30,28,63,52,77,43,0,1,376,17,514,50,3,89,28,199,2,7,25,18,24,0,3,0,11,20,2,2,0,8,19,174,7,3,1,31,1,143,1,2,0,0,80,75,9,78,32,5,52,96,39,21,141,1,9,28,82,65,68,308,31,13,0,13,545,107,20,0,5,1,68,9,290,0,152,48,4,18,95,18,1,65,99,106,12,9,8,27,15,0,16,228,1,47,44,68,0,6,10,9,356,7,36,51
cell658,26,15,0,7,25,2,20,42,36,43,64,0,3,7,400,3,554,100,0,58,31,263,0,43,35,8,12,0,0,0,14,39,0,25,0,12,19,200,16,1,24,33,2,302,0,24,2,3,101,54,5,94,45,81,68,112,36,14,165,7,2,7,92,46,80,307,12,16,0,10,406,149,47,2,0,5,56,2,32,0,171,72,2,24,66,32,1,67,35,105,23,28,8,9,6,0,28,108,1,29,41,76,0,0,7,1,19,2,39,87
cell659,34,23,0,16,9,2,52,29,58,59,199,95,30,3,531,54,610,162,0,66,26,253,1,38,39,5,35,0,0,0,9,35,2,8,9,5,28,152,24,1,14,59,1,201,2,5,1,0,168,106,9,72,51,71,132,100,66,18,220,0,6,21,107,56,35,438,38,17,0,8,676,144,20,0,7,2,71,12,206,0,65,17,4,42,98,35,62,49,115,124,19,21,15,0,20,0,33,308,1,16,36,73,0,4,7,1,570,6,35,36
cell660,20,177,0,48,37,0,72,67,51,16,8,97,1,12,29,6,32,13,0,310,108,199,3,3,98,57,114,0,0,0,6,104,0,8,0,18,7,18,4,0,1,4,4,2,6,3,15,0,11,2,7,7,15,60,15,17,67,33,27,3,13,1,15,53,82,18,6,29,5,6,26,11,51,4,12,3,43,48,3,0,74,11,10,32,3,155,12,171,411,39,42,6,0,0,4,0,0,6,10,11,30,23,0,4,23,8,6986,2,83,140
cell661,46,127,0,10,34,0,52,36,78,61,39,2,1,6,484,48,619,179,16,70,32,217,1,21,34,17,35,0,1,0,7,59,0,5,0,10,22,234,24,5,16,55,0,236,0,15,8,0,178,68,10,91,66,64,88,122,61,12,173,0,4,45,93,63,102,287,40,5,0,17,394,82,47,2,3,5,72,5,282,5,149,21,3,15,66,56,35,52,110,116,10,24,14,0,11,0,79,230,0,25,52,64,0,0,6,1,290,3,32,69
cell662,31,93,0,32,0,0,28,44,30,22,11,20,2,0,16,13,31,9,0,207,58,121,0,3,77,27,41,0,1,2,13,86,13,50,0,26,8,10,5,0,5,7,3,10,0,0,10,4,13,1,2,7,17,36,7,20,21,14,19,1,8,0,19,58,65,21,1,28,5,10,32,7,47,1,3,11,48,19,2,1,66,19,7,33,7,42,13,129,161,46,25,7,0,0,3,0,1,15,4,28,32,18,0,10,15,5,6241,1,22,192
cell663,13,27,0,5,0,1,33,29,14,81,152,79,3,4,499,8,522,47,2,73,34,244,2,24,23,4,22,0,8,0,28,45,1,10,16,17,22,137,41,0,15,77,0,180,0,1,5,1,136,17,5,88,62,19,74,96,70,21,157,2,5,35,93,60,31,345,10,13,0,14,604,123,46,1,5,0,63,8,106,1,150,102,2,25,140,9,30,50,71,115,11,19,2,97,15,0,40,275,1,28,44,85,1,6,5,2,1025,29,41,21
cell664,80,45,0,42,0,2,22,103,29,5,1,4,1,15,26,3,46,10,1,211,79,147,0,0,138,27,42,0,1,1,37,85,14,0,0,21,13,22,6,0,0,3,3,7,23,1,3,1,18,1,5,9,16,97,7,10,56,23,18,5,9,0,17,39,72,6,0,2,8,11,22,17,34,1,6,4,43,34,11,0,21,73,8,44,2,80,22,108,516,42,4,1,0,1,4,0,10,24,1,12,29,24,0,3,26,5,3103,6,23,29
cell665,22,150,0,7,0,12,37,31,49,73,48,199,3,2,471,35,631,11,0,66,13,101,1,20,28,8,16,0,2,0,1,20,0,8,38,5,16,126,54,2,2,54,1,309,0,5,3,0,147,49,3,105,52,12,58,123,32,14,199,0,6,35,78,49,67,325,22,26,0,12,580,115,34,2,1,2,57,5,11,7,124,77,1,22,90,58,30,48,93,97,34,1,7,0,6,0,52,186,0,27,44,76,0,5,6,1,821,20,10,106
cell666,72,45,0,15,36,4,90,22,34,8,3,23,0,13,38,0,22,1,0,228,57,114,3,4,72,40,12,0,0,1,7,108,28,21,2,21,21,5,7,2,1,5,0,2,7,1,21,3,12,1,16,3,23,47,4,12,28,22,21,3,12,0,7,73,34,29,1,26,4,6,29,13,48,2,7,6,57,15,8,0,44,82,3,21,5,33,0,135,437,35,17,4,1,0,4,0,0,14,1,15,12,20,0,10,13,5,5983,1,54,102
cell667,40,144,0,25,26,12,62,87,22,4,11,9,0,18,21,7,29,8,0,218,78,107,1,0,65,20,71,0,0,1,29,92,5,14,0,16,6,8,6,6,2,7,2,6,6,2,14,0,4,0,4,0,15,35,7,14,29,15,14,2,12,1,12,46,79,25,2,21,5,7,16,13,65,1,12,9,41,51,16,0,51,54,8,24,6,17,22,158,475,31,29,0,0,5,4,1,0,13,10,10,17,25,0,4,11,9,5,3,73,479
cell668,26,412,0,6,37,4,74,49,37,54,13,104,4,16,510,55,490,63,0,69,18,236,3,3,29,11,24,0,9,0,7,19,3,2,0,14,5,167,26,3,5,50,0,260,0,18,3,2,136,31,10,85,43,116,115,76,46,10,186,1,6,50,60,66,73,364,21,24,0,10,538,96,50,2,1,13,56,11,73,2,83,49,9,35,94,24,48,59,219,69,15,0,8,7,4,11,33,278,1,35,46,95,0,0,3,3,536,30,35,22
cell669,32,41,0,49,66,2,57,71,50,13,16,11,2,6,33,4,54,15,6,178,53,209,1,2,65,20,63,0,2,0,30,89,4,10,0,24,14,17,10,0,2,10,4,20,4,0,9,0,11,0,5,6,20,81,5,10,21,27,29,1,13,1,16,27,56,36,0,3,0,9,53,17,46,3,17,9,21,47,1,3,39,45,5,13,3,87,0,122,531,26,41,0,1,0,2,0,5,2,0,8,31,21,0,3,13,12,408,2,94,52
cell670,17,29,0,3,1,3,26,51,29,43,45,1,23,10,410,43,551,66,3,57,11,273,0,23,33,10,20,0,1,0,2,32,0,7,0,9,17,177,22,1,15,24,0,218,0,16,15,0,122,95,6,55,58,33,83,110,24,19,186,2,2,31,74,50,71,374,14,17,0,3,524,55,25,1,3,7,49,0,44,0,101,49,2,21,53,16,62,48,91,73,13,14,10,1,5,0,3,324,2,40,38,61,0,3,5,2,916,3,57,181
cell671,4,43,0,26,49,3,42,73,32,14,15,80,1,14,38,5,46,8,3,163,52,131,2,0,110,15,23,0,1,1,1,83,0,7,0,5,10,20,7,7,1,9,7,6,5,3,6,4,3,3,3,5,14,47,5,13,24,18,22,1,13,1,14,26,52,21,1,14,2,9,28,17,60,4,3,13,30,12,5,3,51,82,1,12,5,55,5,167,434,32,21,4,2,1,6,0,3,5,6,31,27,27,0,9,24,3,20,9,75,112
cell672,17,32,0,21,7,0,30,28,32,66,85,187,6,11,403,35,500,47,0,70,21,257,0,16,34,5,25,0,1,3,0,28,0,6,0,2,3,174,28,0,15,59,0,143,0,18,2,0,81,41,7,46,69,30,150,66,27,13,185,2,8,6,100,33,45,305,6,16,0,8,433,65,36,0,2,1,47,8,128,0,69,121,8,26,134,21,0,42,79,66,24,12,14,65,10,0,15,203,0,28,44,71,0,1,13,2,0,16,47,24
cell673,21,45,0,13,0,1,27,36,37,58,109,25,12,2,409,12,528,59,0,53,20,170,0,9,25,4,21,0,0,0,3,40,0,13,0,9,21,157,25,0,6,36,2,213,4,28,1,0,121,42,14,75,60,28,75,80,33,8,167,1,1,21,102,46,21,347,32,19,0,15,560,27,36,4,1,5,43,2,122,0,61,59,7,20,149,29,0,47,129,31,15,3,0,0,1,0,18,188,1,17,51,75,0,1,7,3,0,24,12,126
cell674,21,26,0,5,3,2,19,48,17,78,27,0,4,3,510,27,542,93,0,87,24,200,4,0,46,11,40,0,0,0,6,30,0,4,0,4,10,164,26,0,13,79,1,147,0,3,13,0,90,62,8,86,44,28,95,78,37,18,186,2,6,15,86,37,57,298,25,22,0,9,447,115,37,0,2,5,48,10,184,0,29,58,3,21,36,20,77,58,134,66,11,16,12,0,18,0,9,172,2,31,36,77,0,5,5,4,258,31,32,51
cell675,25,37,0,4,0,0,38,62,50,74,88,94,15,2,477,21,561,62,0,83,36,218,0,17,43,13,18,0,4,4,20,40,0,23,13,10,35,289,21,0,13,69,0,97,0,4,1,0,172,63,3,98,52,42,108,41,45,19,188,0,6,6,81,53,72,344,19,26,0,18,570,120,34,2,3,9,61,7,68,0,111,30,2,29,150,23,10,78,93,86,7,6,5,322,2,0,8,206,6,32,47,78,0,0,12,5,1247,17,13,177
cell676,40,32,0,9,10,0,54,41,85,53,154,179,1,6,469,37,513,25,0,89,45,311,0,2,21,12,45,0,0,0,47,47,3,21,3,5,6,272,17,2,19,66,0,173,0,13,6,0,89,70,10,90,58,26,106,85,55,13,181,1,10,54,74,50,73,392,18,14,0,22,654,101,17,2,7,0,50,6,236,0,55,66,1,38,62,25,0,49,149,64,16,4,3,78,9,0,19,191,0,25,47,59,1,5,16,4,2011,16,38,26
cell677,25,37,0,6,20,13,53,82,44,15,13,3,0,24,34,3,49,7,0,252,64,193,2,11,94,29,22,0,0,0,4,89,4,0,0,10,4,15,4,0,1,7,4,17,4,0,28,0,9,5,21,7,17,52,9,17,27,25,20,0,27,2,6,39,71,21,5,26,3,6,35,3,65,1,13,5,38,24,13,0,60,172,3,21,7,96,11,212,457,55,11,1,0,1,2,3,4,2,5,25,18,40,0,3,14,5,2779,1,82,118
cell678,47,48,0,5,62,4,33,80,73,17,12,68,1,8,44,9,57,21,3,259,64,161,7,10,52,29,49,0,1,0,27,104,2,33,0,15,14,9,15,5,0,4,1,12,13,0,54,4,17,3,9,13,10,114,13,11,41,12,31,2,4,5,25,57,90,33,5,41,6,6,56,13,70,3,3,2,56,34,14,0,54,101,8,18,6,74,3,156,421,43,28,2,0,0,3,0,9,13,6,16,30,34,1,3,21,11,668,4,57,274
