,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell639,51,0,1,4,2,8,0,90,238,30,54,61,10,0,142,21,341,6,92,216,3,33,1,0,0,10,2,9,50,0,203,12,299,99,80,53,100,741,28,6,25,91,8,272,14,2,346,39,21,53,16,88,6,100,130,20,12,0,115,12,94,46,16,0,0,5,148,12,11,11,615,11,0,4,101,9,33,33,0,9,2,28,6,4,127,32,10,53,19,6,81,0,15,687,4,2,35,201,0,23,4,0,0,37,20,0,10,81,5,149
cell640,0,17,2,24,333,6,0,91,76,10,9,74,8,2,53,16,83,5,27,45,7,14,1,0,25,30,14,3,25,0,93,3,108,34,12,173,87,130,3,6,0,46,6,20,44,10,37,41,7,0,10,33,2,73,73,25,27,0,58,11,57,23,4,36,42,1,46,29,22,10,114,22,4,21,39,60,13,56,19,33,24,14,10,0,22,71,103,139,5,5,69,0,29,382,4,0,14,79,1,31,12,0,0,9,31,7,9,1035,9,22
cell641,2,0,0,14,1,4,5,88,230,12,13,109,3,0,108,21,282,9,75,133,12,2,2,0,0,16,2,16,39,2,125,29,209,98,63,30,103,602,17,17,2,79,19,279,18,12,298,15,24,32,10,90,4,21,123,61,18,0,95,8,39,93,16,0,13,2,66,7,6,21,629,16,2,9,106,28,10,30,2,8,9,42,14,6,142,36,39,62,21,23,77,0,9,845,1,2,19,202,1,29,0,0,0,13,28,1,10,46,5,261
cell642,13,6,2,7,0,4,0,75,335,43,24,93,2,0,209,13,318,37,73,293,8,5,3,3,0,10,3,4,42,2,109,31,278,91,78,41,109,709,39,16,6,114,24,230,24,21,372,52,30,129,10,63,11,202,131,29,10,0,144,14,113,108,21,0,0,4,102,9,11,4,650,36,14,7,63,6,11,35,0,34,16,18,18,12,151,47,30,76,13,17,72,0,30,302,6,0,22,218,3,44,5,0,3,34,29,11,12,26,7,117
cell643,4,6,4,10,5,4,0,116,271,19,26,149,2,0,210,48,289,13,81,179,7,32,4,0,3,48,0,8,49,1,287,31,251,85,35,47,129,650,18,13,9,82,18,209,5,10,356,52,20,16,8,88,6,104,117,29,3,0,82,5,107,75,11,0,18,10,151,23,10,4,570,40,1,12,101,25,4,31,1,9,9,45,2,16,72,43,43,75,13,9,56,18,42,397,6,8,12,247,0,54,2,0,0,18,33,3,9,217,2,167
cell644,1,0,0,7,83,8,0,87,292,27,37,64,7,0,157,28,250,30,72,245,17,0,4,6,0,41,0,8,51,0,218,14,311,121,79,72,78,635,30,6,0,86,3,97,7,21,163,51,41,44,6,74,13,77,83,44,11,0,37,6,91,59,17,0,67,6,47,7,25,7,543,20,3,3,69,20,33,44,51,66,29,40,6,4,127,45,94,58,3,9,45,0,42,379,6,8,15,221,0,13,5,0,0,46,36,1,4,141,6,145
cell645,0,15,6,32,34,26,0,91,117,13,8,66,0,0,68,3,61,18,33,72,8,0,1,0,111,46,0,9,19,2,67,3,172,32,22,92,95,127,4,11,0,50,2,59,49,11,228,43,11,11,6,39,4,4,63,15,33,0,56,17,90,30,2,1,6,2,40,45,20,1,111,2,3,34,67,69,31,61,0,30,38,32,12,19,42,73,83,233,3,6,60,0,31,445,10,10,10,60,0,27,12,0,1,9,56,2,7,638,13,27
cell646,0,0,0,8,28,17,0,85,462,42,17,127,0,0,171,15,295,5,134,81,5,9,2,1,0,22,0,10,53,4,186,93,418,179,66,48,118,766,24,18,0,85,6,358,33,12,456,74,13,220,28,90,16,91,140,33,17,0,69,7,127,60,24,0,196,3,100,20,1,11,614,22,5,8,130,22,37,23,438,17,14,28,12,10,65,23,59,69,22,18,79,0,24,877,4,3,45,220,2,47,5,0,1,48,35,2,8,107,17,195
cell647,87,22,0,9,303,20,3,157,203,24,8,134,4,0,28,10,77,5,53,139,11,16,1,2,82,53,0,5,26,2,250,8,213,23,31,274,125,170,9,3,1,65,14,70,78,20,227,60,22,3,11,38,0,172,57,39,47,2,24,7,87,61,5,0,1,9,68,18,10,4,150,15,4,8,31,92,33,38,11,43,26,18,6,8,25,82,89,344,4,16,71,0,35,462,14,12,3,91,0,14,13,1,1,8,48,8,15,298,7,54
cell648,3,0,1,11,319,21,2,106,133,9,8,68,11,0,29,19,118,4,33,130,7,0,1,0,96,17,1,10,25,0,152,17,152,100,13,162,75,145,8,5,0,54,2,58,61,5,62,42,13,31,4,42,1,33,62,21,30,0,62,35,98,52,1,0,0,5,35,25,27,15,157,15,12,6,31,77,50,53,45,15,18,49,37,18,48,58,99,306,11,8,78,0,30,349,18,10,8,81,23,22,3,0,0,14,37,14,6,734,3,37
cell649,0,1,3,11,10,7,1,84,236,40,14,98,10,0,268,11,201,8,74,235,13,41,0,0,14,37,0,10,29,2,284,29,331,119,67,76,61,407,24,8,2,84,5,200,14,2,467,36,10,20,12,89,2,22,99,38,42,0,35,6,75,31,16,0,24,1,90,14,16,1,456,49,5,7,78,14,30,29,0,8,16,5,10,30,119,29,52,63,12,11,72,0,31,618,9,1,12,155,0,39,7,0,0,24,26,6,6,167,8,183
cell650,76,10,3,13,164,9,1,76,324,17,11,97,0,0,98,14,353,18,203,286,15,5,6,0,0,26,0,15,45,4,294,88,400,159,86,36,107,754,12,15,0,91,7,253,23,15,266,86,25,88,6,77,11,105,96,43,19,0,93,6,142,49,6,0,6,5,144,13,15,18,598,31,0,6,137,13,20,19,33,4,20,67,5,2,117,40,48,53,7,4,90,0,21,341,0,1,30,243,2,68,12,2,0,38,36,3,5,70,4,292
cell651,0,15,0,6,256,4,0,98,265,22,10,90,4,0,69,16,292,14,77,165,10,6,0,4,0,22,28,12,36,0,158,29,289,119,49,40,98,685,28,11,0,95,17,180,20,10,212,44,14,3,14,82,17,128,131,30,39,10,87,12,121,158,11,2,0,1,93,5,8,17,563,17,2,4,181,6,21,27,0,37,13,10,9,1,105,52,55,44,1,8,74,0,33,97,3,7,33,235,1,16,1,0,3,11,23,11,5,123,9,129
cell652,13,2,0,14,242,10,0,74,176,29,13,105,7,0,239,21,280,12,76,187,6,13,1,0,0,11,0,6,57,1,372,33,222,180,31,42,97,522,10,12,13,105,9,116,16,2,444,56,7,8,10,80,1,30,129,30,7,0,46,9,131,72,5,0,45,2,95,7,19,16,566,37,1,0,46,17,14,17,0,31,14,11,7,6,98,68,68,67,9,1,60,1,18,450,2,3,20,217,0,25,3,0,0,17,37,7,14,100,11,182
cell653,2,3,1,15,51,20,22,86,125,15,10,137,2,0,42,15,71,10,42,66,4,1,0,0,6,6,2,16,20,1,154,12,143,11,20,254,65,185,3,0,1,62,4,58,63,0,142,16,6,0,18,48,1,115,75,28,10,0,28,16,60,37,6,0,0,0,51,35,16,2,155,9,0,9,66,75,8,59,2,14,17,46,13,4,32,20,49,280,16,7,70,0,12,497,2,12,6,92,3,50,1,0,0,12,29,7,11,1784,12,18
cell654,7,4,1,13,4,8,24,77,247,34,25,75,14,0,92,35,334,15,80,281,5,1,0,0,3,22,12,8,38,1,342,24,383,113,90,43,89,935,36,20,23,97,14,292,25,24,94,55,17,139,27,75,13,68,135,50,11,0,57,12,125,31,9,0,24,2,114,15,9,6,698,35,5,3,126,14,2,38,1,25,25,24,6,4,121,22,66,59,7,5,60,0,41,418,4,3,30,222,4,19,8,0,5,26,31,0,10,300,8,122
cell655,1,18,0,8,0,6,0,60,245,50,25,65,1,0,123,11,301,12,70,239,10,24,1,2,3,24,2,5,46,0,233,31,313,143,22,32,87,1148,36,0,51,118,14,400,15,29,266,43,16,195,5,90,5,90,128,46,14,0,82,7,117,123,16,0,59,0,158,13,4,2,608,19,4,2,155,12,18,8,5,21,43,11,9,0,125,35,62,47,5,21,70,0,24,624,21,9,51,229,3,8,3,2,3,45,19,0,11,112,6,113
cell656,47,0,0,24,18,11,0,68,176,53,11,101,4,0,103,11,207,10,78,156,16,2,7,1,0,33,1,0,35,0,295,23,377,82,33,14,98,732,32,12,0,108,5,287,15,5,223,39,33,97,22,70,6,106,130,26,17,0,102,11,126,125,17,0,6,3,82,15,17,9,537,9,0,3,96,9,32,24,82,5,17,28,6,6,178,33,77,55,32,10,62,0,36,484,8,8,22,211,2,55,0,0,2,24,41,0,13,246,9,244
cell657,43,7,3,6,176,6,0,80,202,46,24,82,3,0,91,32,216,10,54,212,18,5,0,0,0,66,9,0,45,0,238,40,356,132,50,37,90,545,28,3,0,83,20,203,25,34,385,68,18,48,5,79,12,102,101,42,13,0,70,6,133,32,18,0,7,2,54,14,26,18,432,7,3,5,130,8,12,28,0,22,25,14,15,17,108,40,102,58,8,13,56,0,45,617,2,5,38,123,1,17,9,0,0,33,31,0,16,24,13,193
cell658,0,41,0,10,139,4,0,186,233,8,16,144,13,0,69,10,104,10,34,117,8,12,2,1,32,15,0,6,16,3,141,12,171,21,14,148,149,190,8,16,23,39,3,75,61,10,70,49,8,10,8,52,5,87,54,33,20,0,51,33,84,53,2,0,0,3,47,33,18,5,176,30,13,18,75,94,36,105,0,16,18,42,17,4,54,64,87,334,37,10,63,0,33,729,0,11,3,100,3,29,15,0,0,9,30,15,16,761,6,61
cell659,0,3,1,6,18,4,1,100,275,55,21,78,3,0,45,33,178,14,89,83,19,8,5,0,1,30,12,13,34,1,365,28,409,180,103,55,107,465,33,8,10,72,11,189,7,11,193,68,12,177,5,85,2,31,90,37,7,4,65,7,113,79,2,0,0,2,100,15,7,13,449,37,3,3,99,15,26,23,63,9,6,15,15,9,101,64,72,61,19,11,74,0,56,341,2,7,28,141,6,37,6,0,1,35,49,7,10,157,7,336
cell660,5,3,5,12,0,4,0,82,261,37,2,91,4,0,85,11,218,17,508,284,22,0,0,2,32,26,3,5,38,1,489,9,475,104,32,38,90,430,29,17,7,55,18,196,17,26,555,62,42,15,20,74,9,90,93,52,3,1,111,9,141,28,2,0,0,0,108,12,15,6,438,29,1,3,167,9,29,12,0,8,23,15,6,2,52,31,56,51,20,9,89,5,35,364,9,4,8,184,5,16,6,0,0,10,42,7,15,85,9,116
cell661,11,17,1,11,64,12,0,104,187,3,8,135,0,0,46,26,139,7,30,51,8,7,0,1,7,7,2,14,33,2,113,3,109,18,10,247,84,240,6,2,14,59,3,88,85,6,73,36,10,35,3,52,9,73,78,35,12,0,37,17,64,26,12,0,44,1,58,43,19,4,227,31,0,24,38,90,18,51,30,24,15,11,10,1,51,39,50,307,22,7,70,0,18,451,5,1,3,126,1,26,17,0,0,12,29,1,13,583,4,14
cell662,0,0,0,14,0,9,0,61,182,55,16,80,5,0,136,24,186,12,64,165,7,3,2,2,0,33,5,11,50,1,214,31,323,112,60,24,83,499,35,0,35,65,16,280,16,19,3,57,7,8,15,80,4,98,91,49,61,0,52,9,100,86,11,0,0,3,104,13,32,5,503,17,7,3,131,10,38,16,0,18,30,34,11,12,130,50,96,51,4,13,76,0,28,251,6,5,23,199,2,27,5,0,0,14,35,0,19,445,7,253
cell663,4,3,4,17,60,14,0,86,293,50,28,88,12,0,169,41,386,23,89,127,5,31,3,4,0,29,15,10,74,1,257,23,369,75,34,41,112,849,24,13,8,83,15,261,16,16,380,54,13,184,6,75,13,112,117,42,16,0,81,9,99,185,6,0,89,4,134,18,23,16,685,40,21,4,109,21,34,26,40,60,54,28,7,12,106,27,43,84,34,8,62,0,47,704,14,13,33,234,3,30,2,0,0,33,34,4,12,203,12,237
cell664,8,1,0,7,238,13,6,105,206,35,22,136,0,0,140,23,215,11,735,206,13,10,1,0,1,16,0,5,49,0,255,9,358,144,74,36,108,534,41,5,0,96,2,209,33,5,430,71,7,106,13,91,8,7,98,35,29,0,82,6,143,192,9,0,32,1,115,15,9,10,561,7,4,11,100,22,57,43,522,45,27,37,13,15,110,39,164,84,3,8,73,0,39,395,14,5,33,183,0,23,2,0,1,49,30,6,5,194,8,258
cell665,35,32,3,6,285,21,0,79,274,42,7,106,14,0,163,20,256,17,86,100,13,25,0,0,0,35,4,7,17,0,340,20,379,92,41,30,71,553,26,1,32,90,12,309,14,7,273,43,20,54,12,62,15,78,115,62,25,0,75,7,145,114,17,0,3,5,103,6,8,22,540,20,1,5,130,16,40,6,0,18,21,40,9,9,79,73,77,67,7,16,52,0,25,560,9,2,17,222,1,53,1,2,0,9,37,8,12,35,7,260
cell666,74,23,0,4,158,13,0,116,131,14,17,90,3,0,32,2,96,17,21,72,8,6,0,0,9,7,0,8,20,2,49,12,63,17,22,362,86,202,9,5,1,37,1,67,46,3,91,37,12,41,8,51,2,85,67,20,24,0,42,23,64,54,3,9,0,0,60,40,3,9,157,9,2,9,22,70,52,85,17,35,38,14,20,7,36,59,85,297,6,5,60,0,36,329,4,1,3,58,0,36,12,0,0,6,33,8,6,359,3,2
cell667,7,3,0,6,0,8,3,95,242,39,17,72,3,3,226,5,168,9,65,277,50,0,4,0,0,29,32,7,28,0,228,21,265,122,44,44,95,396,29,8,24,60,15,181,18,9,537,57,22,68,21,67,10,142,95,40,6,0,61,9,162,131,12,3,0,1,85,14,9,6,370,53,13,10,146,13,15,25,26,20,25,6,11,22,113,40,98,74,5,3,56,0,26,276,2,6,22,170,4,40,1,1,0,12,39,6,10,272,6,148
cell668,12,12,5,2,333,12,2,134,145,5,4,72,0,0,25,1,62,7,63,58,2,1,0,0,14,9,5,2,24,6,51,11,65,18,17,199,62,85,8,19,0,32,2,92,73,1,95,39,11,15,1,29,6,78,47,12,23,0,44,14,64,20,3,5,2,0,43,23,12,5,83,13,0,7,15,55,19,42,7,15,9,19,14,3,39,137,51,248,75,13,53,0,26,243,5,4,8,38,0,21,29,0,1,9,17,5,6,78,4,35
cell669,0,31,1,17,5,19,0,116,135,5,18,113,0,0,40,12,45,3,17,18,4,23,0,1,20,6,11,12,25,1,42,10,47,21,4,250,89,103,7,0,0,44,8,90,70,2,79,55,19,0,11,30,4,52,43,13,18,0,67,17,41,19,7,0,10,1,56,26,20,10,113,7,5,11,27,91,20,67,8,13,19,13,9,17,30,36,96,315,0,17,63,0,28,300,0,5,12,78,1,25,17,0,1,7,21,1,18,511,11,30
cell670,31,0,6,8,0,8,14,93,277,30,21,64,1,0,155,9,205,8,97,531,13,4,0,0,6,50,1,11,41,0,979,9,680,158,58,17,100,515,20,18,32,81,5,239,28,20,18,43,27,154,20,68,13,169,109,43,16,0,66,6,178,59,4,0,8,0,80,10,7,10,395,2,1,4,209,18,15,42,0,33,20,12,5,16,115,57,107,60,3,2,78,0,25,241,2,4,22,189,0,39,2,0,3,39,38,5,12,219,13,244
cell671,3,5,2,3,0,7,0,79,269,42,24,110,8,0,142,28,294,8,66,264,43,6,2,0,0,20,0,5,65,1,399,41,564,92,33,71,111,557,27,21,7,63,31,186,16,14,567,91,17,11,10,66,5,67,100,49,53,3,65,6,183,34,8,0,222,3,101,13,13,21,502,42,1,9,176,8,11,27,3,14,18,31,8,2,105,45,99,52,36,0,66,0,35,237,21,3,15,187,2,50,1,0,0,78,22,4,13,466,11,350
cell672,0,3,9,19,46,2,0,110,320,23,8,80,2,0,166,6,208,21,82,252,13,5,0,0,20,14,0,10,43,0,693,84,577,212,51,8,110,690,33,8,7,72,21,213,13,20,640,70,13,239,13,75,5,23,99,42,7,1,85,12,169,23,7,0,0,9,134,14,6,21,500,30,0,6,99,22,59,48,295,9,14,24,9,2,123,33,131,77,32,11,71,0,34,992,14,6,17,196,6,25,10,0,0,48,15,1,13,272,3,139
cell673,16,8,1,7,0,2,0,75,236,63,19,56,0,0,195,5,251,6,86,363,40,3,1,0,0,13,3,16,55,0,434,44,558,230,51,44,95,385,10,22,8,101,23,206,6,25,42,38,42,51,30,75,2,113,92,37,6,0,72,3,178,31,17,3,33,3,108,9,10,5,418,9,8,9,132,20,23,18,181,8,3,19,5,9,92,36,68,69,9,20,58,43,45,421,12,2,31,180,2,28,1,4,0,38,29,6,15,141,14,152
cell674,21,2,0,4,88,15,0,81,312,46,6,88,2,0,95,15,331,31,77,505,13,6,0,0,0,51,5,11,46,0,774,15,569,122,30,57,105,601,23,6,3,75,11,237,28,8,75,40,13,78,16,89,8,138,125,40,2,1,92,11,172,159,8,1,32,2,91,15,0,1,484,26,5,14,143,18,5,30,0,9,16,8,7,18,69,83,94,79,1,1,62,0,30,466,6,7,42,206,4,12,4,0,1,17,22,9,16,246,11,213
cell675,13,7,0,1,325,9,0,115,282,50,31,95,8,0,162,14,314,17,84,350,17,5,0,0,11,11,1,13,46,1,423,18,647,144,37,17,113,622,36,16,6,89,20,191,19,11,388,79,28,261,7,98,5,88,133,39,30,0,114,9,178,105,26,2,2,17,99,16,4,3,517,91,18,9,81,26,56,16,6,18,17,8,3,15,151,88,112,74,23,11,67,0,12,270,29,2,61,218,6,39,0,0,0,13,26,12,22,418,7,270
cell676,61,13,1,16,28,6,0,104,302,42,24,69,7,0,143,14,234,16,92,487,16,18,0,0,0,8,14,14,50,0,981,13,726,196,58,64,72,398,41,6,22,113,6,182,16,25,776,75,19,117,16,103,0,105,83,45,32,3,73,17,212,46,10,0,91,0,126,13,17,1,452,14,3,6,87,19,44,31,139,16,25,18,10,2,96,61,122,68,10,1,84,0,36,396,13,14,28,179,3,64,7,0,0,40,28,8,6,305,8,74
cell677,21,5,0,18,53,18,1,113,26,4,9,69,11,0,34,7,48,2,21,22,2,0,0,0,22,3,0,24,18,0,30,12,47,15,16,175,87,108,1,3,10,32,0,77,66,7,51,46,8,29,8,32,2,96,53,22,26,0,67,16,16,50,2,0,52,0,35,36,13,2,97,25,16,10,23,71,37,22,0,38,38,15,15,5,19,30,81,360,12,12,66,0,22,199,9,12,1,67,5,29,2,0,0,14,32,6,6,739,3,51
cell678,0,2,0,26,2,7,0,104,266,42,17,66,13,0,75,17,240,22,85,185,12,0,1,0,8,68,20,5,38,0,639,34,531,225,71,57,125,504,22,17,5,82,17,203,22,3,689,56,10,22,10,76,16,103,95,38,2,0,84,12,181,114,18,0,32,8,62,8,16,5,569,17,19,7,142,39,17,36,88,19,29,30,9,23,55,29,83,69,21,5,84,4,33,187,1,6,27,192,1,41,4,0,0,32,27,3,15,192,4,269
cell679,18,7,1,4,294,10,0,75,258,36,36,95,2,0,194,15,195,27,64,314,14,9,0,0,0,4,1,9,25,4,636,92,415,176,27,22,101,570,17,27,2,95,12,278,25,39,295,38,9,163,18,80,8,74,139,39,17,1,76,12,164,35,9,0,0,2,119,14,21,3,481,1,7,1,74,21,24,23,0,25,19,37,13,3,138,29,36,86,21,10,69,0,33,541,0,10,35,227,4,24,2,0,0,29,29,10,7,152,9,126
cell680,0,16,6,3,115,16,0,143,152,13,10,106,6,0,39,6,65,8,18,15,2,0,0,0,39,9,3,22,22,2,42,4,48,13,26,386,105,105,9,6,3,49,3,51,71,2,25,27,23,16,11,38,3,12,55,13,48,0,69,19,44,49,9,0,62,2,53,61,8,11,131,18,9,37,40,71,23,24,0,12,26,16,14,6,45,99,72,360,22,5,66,8,15,317,9,4,12,86,7,36,5,0,0,3,23,6,17,300,4,28
cell681,0,1,3,17,34,14,0,82,284,47,22,88,5,0,129,0,220,20,70,288,17,8,0,0,0,12,1,16,54,0,616,25,504,211,35,93,112,652,37,4,15,94,6,215,22,4,609,25,17,35,5,92,5,85,104,51,16,0,97,9,155,175,15,0,6,2,85,13,6,3,570,34,2,4,142,41,21,41,0,3,23,21,13,6,114,72,90,83,4,8,73,0,30,304,14,4,15,214,3,6,13,0,0,43,20,10,4,300,3,141
cell682,2,8,10,16,55,21,0,128,116,22,6,57,9,0,25,6,69,6,19,9,1,8,0,1,16,11,0,9,32,0,29,2,55,20,16,292,84,87,7,3,0,39,5,69,73,12,42,50,10,34,2,24,1,24,49,10,12,0,59,45,52,9,2,0,87,0,19,24,22,19,125,22,4,15,23,77,33,84,11,19,43,35,15,4,29,75,96,270,10,2,64,0,34,279,12,13,12,70,0,34,16,0,1,6,28,3,12,739,5,36
cell683,20,39,0,40,352,18,0,172,135,17,12,99,9,0,37,5,54,1,21,13,6,23,0,0,32,0,1,16,24,4,58,19,54,3,31,291,93,127,12,2,1,39,2,44,75,12,48,47,1,0,7,37,0,246,37,18,28,0,65,21,54,17,1,0,18,0,33,51,7,8,120,10,32,10,27,93,29,42,0,13,23,37,19,0,31,76,147,313,47,17,61,0,4,390,16,15,4,72,0,23,12,0,0,7,17,8,8,718,8,44
cell684,1,57,0,15,312,31,0,151,0,14,13,82,5,0,7,7,57,6,19,20,1,15,0,0,12,5,2,14,20,1,26,15,59,15,33,263,94,114,11,5,0,43,7,30,73,8,5,32,15,17,8,29,3,12,52,14,28,0,52,39,40,16,11,0,17,1,46,34,19,19,99,22,1,23,29,100,38,14,3,11,25,20,17,13,38,79,139,360,26,15,50,0,21,116,4,3,3,83,8,34,10,0,0,9,18,12,10,600,10,48
cell685,21,0,2,9,105,6,0,76,233,46,13,74,1,0,67,23,221,12,65,369,8,0,0,1,0,43,0,12,54,0,280,30,437,184,41,25,120,379,10,4,23,76,10,114,34,6,439,41,14,66,27,79,8,134,105,50,17,1,77,6,171,53,7,5,0,2,92,23,6,4,426,50,2,6,239,41,10,29,0,11,13,15,10,0,91,61,79,93,35,8,69,0,29,274,5,3,21,183,0,28,0,0,0,54,26,2,6,134,6,140
cell686,1,52,2,16,0,36,0,158,116,15,8,93,3,0,33,12,57,16,12,41,1,5,0,0,3,5,0,12,14,1,21,3,40,9,31,249,111,67,6,5,3,41,1,42,65,6,64,33,16,39,14,35,5,23,38,26,12,0,60,31,17,26,11,1,74,1,20,35,15,7,134,0,2,25,15,103,20,72,0,13,34,15,9,1,31,47,131,468,17,13,33,0,43,150,7,14,4,72,3,36,8,2,0,3,27,2,8,725,7,66
cell687,0,29,1,10,1,35,0,105,46,8,2,77,6,0,64,2,54,7,21,32,6,8,0,0,2,9,4,16,14,3,32,2,57,14,31,363,104,108,4,6,0,38,6,52,88,12,2,33,7,6,8,32,1,104,51,14,12,0,61,31,25,35,7,0,102,0,32,42,11,11,91,9,12,26,25,82,19,33,1,11,27,16,25,0,28,25,33,370,12,18,48,0,19,287,5,2,1,67,1,27,11,0,0,8,22,15,10,268,15,32
cell688,0,6,0,24,3,3,2,92,95,31,16,83,3,0,91,5,154,9,80,420,23,3,0,0,1,61,31,7,41,1,630,14,464,137,38,71,98,280,23,24,7,68,3,139,18,7,177,36,16,128,15,66,4,53,98,34,10,6,47,5,191,17,6,0,2,0,63,10,8,4,288,19,5,2,144,35,56,35,0,11,17,23,11,1,51,71,55,64,15,21,60,0,28,757,18,7,29,132,2,36,1,0,0,38,21,1,7,130,3,138
cell689,4,31,1,5,26,9,0,114,120,5,12,64,6,0,29,4,47,7,18,44,7,21,0,1,33,0,0,10,14,4,13,0,57,3,24,337,51,106,7,2,0,38,7,35,73,2,20,46,19,9,15,22,1,113,33,23,10,16,40,27,42,14,4,0,17,0,25,45,12,9,104,2,5,21,16,84,4,27,3,13,16,15,12,4,29,43,108,352,9,8,54,0,29,224,4,5,4,68,0,34,11,0,1,16,23,2,15,226,7,45
cell690,1,0,1,4,56,13,0,100,87,3,6,61,2,1,22,2,44,5,18,25,3,6,0,1,7,13,2,5,13,1,34,7,45,26,33,165,66,73,9,3,1,32,1,26,75,2,28,31,5,17,6,16,0,0,40,20,17,0,34,27,18,20,5,0,18,0,27,31,12,12,82,10,1,24,15,91,36,66,4,17,23,12,12,4,14,66,81,261,4,1,56,0,23,181,2,19,7,64,1,17,5,0,0,14,31,10,13,965,6,69
cell691,6,2,1,2,0,2,0,108,199,13,11,84,1,0,58,3,114,19,143,668,11,10,0,0,0,40,7,15,31,0,898,91,722,268,24,72,67,252,15,10,14,87,2,92,16,5,786,42,24,28,18,68,7,152,84,30,6,0,76,7,171,58,8,0,0,2,81,16,1,2,286,30,11,5,173,15,64,66,15,12,29,45,7,2,91,51,68,64,3,17,58,0,15,566,5,0,6,112,1,13,1,0,0,30,27,4,3,83,5,108
cell692,5,15,0,14,0,9,0,80,186,22,26,87,0,0,70,27,149,5,63,405,41,10,0,4,0,17,0,1,35,0,749,35,611,246,31,44,111,297,28,9,23,64,4,79,20,8,545,34,22,59,15,74,9,108,73,33,2,1,83,11,158,7,26,0,69,2,62,12,16,14,309,10,4,6,142,16,13,49,0,14,6,18,12,1,101,40,70,51,11,7,50,0,32,528,4,1,12,88,6,43,11,0,0,10,20,6,10,158,7,118
cell693,6,0,0,34,0,5,0,87,244,21,13,92,5,0,106,7,138,4,71,214,13,1,0,0,0,33,0,9,36,0,550,36,540,187,38,46,119,314,12,6,4,73,9,172,31,10,11,50,14,72,19,77,2,94,88,37,10,0,77,3,137,65,5,0,2,5,95,17,1,2,321,31,12,7,115,24,13,37,2,10,22,16,9,14,46,46,38,53,22,6,62,0,31,529,9,4,30,122,2,17,5,0,0,70,22,9,14,37,6,354
cell694,22,7,0,18,343,12,1,101,229,23,8,81,3,0,116,22,136,15,73,144,2,4,0,3,0,11,0,12,39,0,648,63,329,127,52,74,101,300,25,21,19,48,14,131,33,16,406,66,24,18,40,48,3,145,64,32,54,0,65,10,167,74,11,0,60,4,56,17,15,10,312,17,5,16,133,27,43,25,0,22,31,14,10,2,96,56,52,81,38,5,51,0,35,332,7,1,26,143,0,51,5,0,0,25,22,19,12,74,5,89
cell695,1,12,7,24,0,3,0,91,169,23,12,83,14,0,106,11,145,3,66,490,12,5,0,1,0,26,0,3,41,0,652,21,579,150,44,42,103,345,11,8,3,81,32,124,25,16,414,37,14,15,20,73,4,95,94,27,10,0,47,11,164,9,9,5,1,11,90,10,1,9,277,4,1,4,87,17,32,25,18,4,10,28,3,2,118,47,50,69,53,3,52,3,16,504,0,1,17,142,6,29,3,0,0,22,21,5,7,181,2,103
cell696,0,11,5,30,0,5,1,87,186,19,8,75,3,0,59,5,130,16,57,642,32,1,1,1,8,52,18,7,29,0,325,39,636,117,17,36,83,323,22,12,3,56,16,159,12,7,54,50,6,38,23,68,6,118,87,42,28,0,81,8,182,38,5,0,30,2,82,30,10,7,239,6,6,5,165,25,23,10,0,12,23,18,5,1,53,27,75,67,4,12,75,0,7,323,4,6,4,117,0,29,2,0,0,15,22,11,14,152,4,111
cell697,56,13,1,5,0,17,0,109,12,14,4,62,4,0,24,13,60,5,17,24,2,5,0,0,5,15,0,13,27,2,83,5,50,29,20,95,93,94,3,1,9,44,4,45,68,3,61,37,10,1,8,32,7,57,42,18,13,0,62,14,34,13,6,0,51,7,60,34,6,8,98,14,11,12,22,69,31,30,0,4,11,13,16,19,55,35,86,198,31,18,42,0,13,299,7,1,1,67,0,20,4,0,0,7,25,15,12,759,7,5
cell698,51,8,5,10,0,8,0,138,317,7,13,117,10,0,82,25,157,18,86,528,1,1,0,0,0,24,21,7,38,0,667,9,358,194,51,47,108,341,9,20,3,63,1,67,26,2,638,41,12,3,22,51,0,240,73,35,8,0,61,16,173,66,5,16,2,3,63,10,4,13,356,15,3,3,140,33,31,58,18,10,23,27,8,5,55,55,47,76,15,2,74,0,30,286,12,1,38,123,0,32,2,0,0,53,26,4,11,58,3,159
