,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell619,5,26,71,0,140,0,24,23,0,37,1,60,9,8,121,29,14,65,0,17,6,38,1,6,1,11,6,2,17,35,15,3,35,11,13,1,38,170,18,16,1,18,12,4,59,6,2,31,14,104,12,1,24,266,8,40,64,0,76,5,5,0,0,40,54,42,95,62,2,5,49,74,1,53,21,64,46,52,113,10,6,69,4,36,95,34,39,132,26,7,0,1,29,562,15,6,21,27,2,4,15,37,2,1,4,8,35,3,16,2846
cell620,0,15,18,0,2,5,20,0,4,30,2,57,36,13,70,39,51,88,0,22,12,47,0,9,0,8,2,9,34,8,13,2,43,10,13,6,14,230,24,22,0,4,12,18,30,7,2,54,7,178,6,3,22,62,3,46,128,0,31,0,4,0,2,84,98,68,133,13,5,9,149,90,0,5,22,4,32,7,72,22,8,32,1,16,46,38,150,48,0,9,0,0,26,337,27,12,28,11,4,0,18,24,13,0,9,134,2,171,0,61
cell621,8,24,45,0,10,1,17,8,3,29,7,56,9,88,90,31,14,64,2,23,8,45,1,14,6,8,2,0,26,24,4,0,20,0,2,41,28,72,15,20,9,2,20,26,101,9,1,25,11,113,9,2,1,77,7,46,45,0,41,3,3,0,0,19,38,37,72,48,3,12,103,53,9,31,4,180,18,12,60,2,19,63,5,18,49,19,21,293,19,2,0,0,16,378,21,1,5,19,3,8,8,70,11,0,6,16,18,6,3,4506
cell622,5,13,21,17,0,2,9,5,0,29,11,42,11,4,100,30,22,75,0,27,6,32,1,11,0,9,1,3,30,17,11,0,35,8,36,25,32,343,17,18,2,7,12,8,21,2,2,39,3,172,3,0,13,24,9,48,120,0,90,8,13,4,4,71,97,49,115,20,3,5,94,76,0,7,14,18,39,2,31,26,23,42,1,80,20,20,94,130,1,37,0,0,18,290,45,7,45,7,0,5,16,43,0,0,19,146,12,118,9,46
cell623,1,74,64,37,144,648,20,30,8,26,5,83,18,37,154,34,24,84,3,10,8,36,0,12,0,7,5,4,29,52,1,0,13,11,6,13,43,349,19,14,5,6,20,3,100,11,1,7,0,140,7,0,11,254,6,35,35,0,92,48,6,8,0,11,25,63,126,46,4,10,119,68,1,20,4,108,20,47,92,3,5,63,4,14,106,73,17,340,39,5,0,5,9,483,13,1,24,28,0,0,26,49,2,0,2,9,6,1,34,3974
cell624,1,29,57,9,58,0,12,39,2,16,7,143,3,0,173,33,19,10,0,9,9,48,1,13,0,13,1,4,30,58,9,6,19,10,4,1,24,313,21,16,13,9,24,5,81,7,0,17,2,157,6,1,23,118,8,31,42,0,79,9,7,0,1,24,39,40,121,60,2,12,130,69,26,40,9,55,8,25,71,4,12,56,10,22,74,53,43,411,3,16,0,0,7,522,31,6,22,25,0,1,22,63,1,0,5,19,1,2,22,2230
cell625,15,32,81,0,86,0,15,4,0,14,20,74,13,134,82,18,16,64,1,11,5,22,2,12,1,8,0,1,29,16,6,0,29,10,15,55,5,194,13,22,9,9,16,9,113,1,2,19,4,112,7,0,1,222,6,36,33,0,62,8,5,0,0,30,41,36,82,58,11,5,101,41,2,32,13,184,28,38,61,6,0,60,1,34,37,37,30,519,1,4,0,0,13,317,13,1,18,1,2,3,15,58,3,0,3,3,6,8,14,1397
cell626,15,29,68,0,218,3,17,26,2,21,5,90,11,6,102,20,18,61,0,5,13,23,0,4,23,7,0,3,22,64,1,1,11,16,34,5,29,129,10,18,4,1,14,14,72,1,3,12,3,109,7,0,8,70,12,35,34,0,28,8,3,0,0,25,41,26,80,46,6,16,22,40,31,39,9,132,17,30,35,12,7,59,9,27,21,97,33,561,25,14,2,1,12,285,13,1,25,27,0,10,15,20,9,0,4,5,3,2,81,1792
cell627,17,23,52,5,192,57,50,5,2,25,11,70,39,99,75,33,7,78,0,11,8,27,0,26,0,10,1,6,24,51,14,3,19,11,19,96,80,232,21,9,14,4,17,3,130,0,2,23,0,124,8,2,14,266,4,39,56,0,63,2,9,4,0,44,39,32,93,47,6,4,50,43,21,21,15,107,41,40,60,12,15,44,3,34,58,82,30,515,34,10,0,0,23,349,17,3,20,13,4,1,12,53,3,0,7,10,21,3,2,1702
cell628,0,17,21,0,29,11,12,11,1,50,10,59,4,1,146,44,26,80,0,16,15,23,0,1,44,4,0,0,24,6,7,3,34,17,13,0,13,89,18,34,12,15,13,48,7,4,2,39,1,117,8,0,9,54,9,35,150,0,79,6,12,0,0,53,89,47,98,10,3,7,118,53,0,5,32,9,45,1,29,20,10,63,0,58,36,23,120,51,3,17,0,3,18,408,21,1,29,22,6,0,7,35,8,0,21,82,0,119,22,39
cell629,0,19,15,5,38,0,3,1,5,35,14,62,26,16,121,26,6,55,1,7,14,50,0,19,43,12,4,6,24,9,16,4,52,16,0,0,40,213,5,25,9,23,5,9,18,2,3,34,14,101,7,0,8,48,7,35,147,0,4,1,11,0,0,79,94,42,88,3,4,11,36,56,0,3,35,5,77,2,61,13,86,59,0,68,47,18,153,44,0,26,0,0,24,381,28,1,18,6,6,0,16,35,13,0,23,79,2,45,8,14
cell630,9,22,45,0,274,2,41,37,1,29,5,47,3,48,82,24,13,45,0,3,7,29,0,10,2,4,5,3,23,73,2,2,32,1,15,78,17,132,12,22,5,9,13,35,145,9,1,19,3,120,1,0,1,224,15,43,42,0,57,1,7,0,0,21,29,39,80,57,2,9,78,43,10,19,13,128,20,82,64,4,25,44,5,10,22,38,37,712,24,8,0,0,8,233,18,2,26,2,1,0,32,69,10,0,3,12,3,2,20,3143
cell631,0,106,79,0,111,11,17,12,3,55,4,65,12,101,112,19,22,48,2,34,11,25,1,4,8,9,0,7,23,45,3,3,27,13,9,430,12,266,20,10,10,28,11,39,98,5,1,19,4,106,7,2,14,134,11,29,51,0,56,18,7,0,0,11,40,53,113,59,1,8,132,51,0,61,14,168,8,5,24,18,8,48,8,17,62,61,38,310,3,10,0,1,3,396,12,2,4,16,0,0,7,47,3,0,7,5,17,0,12,1885
cell632,1,20,16,0,47,25,8,3,2,20,3,51,15,36,117,35,24,54,0,1,12,38,1,6,0,15,6,1,31,8,13,3,45,22,6,7,13,309,13,26,9,15,17,15,15,11,4,62,0,130,10,0,10,59,17,47,148,0,63,0,9,2,0,58,101,47,84,18,8,16,32,62,11,6,14,4,74,0,92,24,38,52,0,49,53,12,209,91,0,32,0,0,55,429,34,13,29,21,1,1,9,41,3,0,14,79,0,119,7,8
cell633,14,35,69,9,334,0,19,89,2,23,2,81,17,14,102,26,6,68,3,3,3,42,4,13,14,3,0,0,25,38,4,1,24,6,11,259,33,186,18,14,7,15,12,10,140,5,0,12,3,113,8,3,7,455,10,46,33,0,83,3,5,0,0,26,63,25,97,57,0,13,67,54,1,45,8,293,25,36,161,13,1,59,7,9,40,8,11,706,4,14,0,0,5,291,14,9,44,5,4,0,22,38,1,0,11,5,4,4,8,2416
cell634,5,14,15,7,15,13,5,3,3,46,5,42,8,21,94,20,17,80,0,25,29,30,0,5,1,9,3,0,28,10,17,1,54,23,2,7,6,163,13,31,5,14,10,7,12,0,4,74,5,102,13,0,16,61,17,27,146,0,44,2,15,0,1,148,146,25,90,9,4,20,60,58,0,11,29,4,143,2,127,87,28,70,2,158,79,17,152,31,3,34,0,0,44,408,61,3,22,19,0,2,9,36,10,0,18,126,3,117,3,28
cell635,1,19,17,0,20,0,4,4,0,24,11,34,12,0,77,23,5,77,4,17,19,45,0,10,26,9,7,1,26,3,22,3,58,19,1,0,6,116,16,31,1,16,19,42,14,5,0,34,2,91,8,2,0,58,4,40,101,0,34,2,10,5,0,36,81,50,77,13,4,7,55,46,0,2,25,5,72,1,56,12,37,53,1,30,35,15,49,35,1,22,0,0,36,307,39,7,6,0,2,1,11,40,17,0,37,162,4,103,4,31
cell636,1,28,74,1,196,0,43,11,0,18,9,76,32,39,157,31,13,72,0,10,8,29,0,7,6,3,4,0,35,42,16,5,28,7,1,10,26,223,18,16,12,29,10,17,155,3,0,20,16,116,7,0,2,210,10,47,35,0,43,17,3,0,0,20,42,24,102,49,3,6,77,66,3,24,6,174,28,1,88,12,3,44,8,21,47,50,26,1164,11,6,0,0,8,342,19,3,19,6,8,0,21,21,7,0,5,8,14,2,27,2904
cell637,25,25,76,0,42,1,19,16,5,30,6,61,4,94,62,24,6,70,1,23,5,31,1,12,1,4,1,2,32,56,4,0,15,6,5,37,17,148,20,25,2,18,1,23,139,3,0,18,4,122,3,1,4,202,18,43,46,0,15,5,7,0,0,27,38,36,74,69,4,10,79,50,0,25,6,112,23,9,109,10,1,66,4,15,37,13,33,562,8,8,0,0,9,324,23,0,30,18,5,2,23,45,0,0,4,8,7,4,17,2257
cell638,30,28,61,12,104,11,10,9,1,16,21,53,7,4,90,28,6,40,0,5,10,17,3,13,0,5,5,4,33,40,4,1,19,7,3,21,15,124,5,14,6,2,16,8,119,8,0,25,11,60,12,0,12,99,14,31,52,0,54,1,8,0,0,14,31,43,81,45,1,3,83,56,5,59,14,128,28,9,48,3,7,39,0,19,56,44,35,108,6,8,0,1,15,259,16,3,3,8,6,18,17,43,5,0,10,9,13,0,9,1979
cell639,4,37,65,14,125,9,42,23,0,22,10,71,9,120,193,40,15,54,0,4,7,36,2,6,1,7,0,1,23,52,1,1,32,3,50,0,12,269,40,18,10,7,12,3,173,20,0,9,12,147,8,0,4,220,12,41,49,0,85,8,4,0,0,22,42,54,113,60,0,4,122,67,0,15,11,88,25,12,12,3,4,44,2,18,94,40,44,609,5,2,0,2,8,364,14,7,67,19,0,1,30,24,6,0,7,24,25,2,19,830
cell640,0,33,67,0,330,0,40,25,0,33,13,88,14,112,151,42,29,77,0,30,12,31,0,12,1,11,0,0,29,26,4,2,26,5,0,98,57,419,10,25,14,29,20,64,87,6,5,22,7,160,13,0,1,262,26,40,57,0,93,1,6,0,0,29,52,40,119,63,4,18,88,69,0,15,13,162,8,40,92,10,17,47,3,8,100,74,15,798,2,8,0,2,10,416,18,3,12,4,2,8,18,35,1,0,10,11,1,5,13,1392
cell641,14,25,81,0,78,0,22,12,0,18,20,96,6,108,101,37,16,104,5,13,9,31,0,11,25,4,4,0,45,26,9,1,23,7,25,5,24,123,30,11,1,17,20,1,146,2,1,8,2,144,10,0,15,17,4,46,30,0,94,5,0,0,0,18,42,33,106,82,4,9,160,52,0,23,5,213,14,4,44,6,28,53,5,6,61,20,25,1069,28,17,0,0,2,306,12,0,62,21,0,1,20,21,4,0,5,15,6,2,27,1698
cell642,9,36,65,1,189,5,29,14,6,16,7,69,27,20,145,35,32,69,0,15,4,21,3,14,6,5,1,0,33,64,5,0,25,1,12,0,35,109,10,17,11,36,17,8,91,8,3,16,8,140,4,0,14,128,17,37,41,0,16,1,4,0,0,21,25,77,127,58,1,3,89,55,0,31,9,191,8,11,191,22,0,46,3,12,67,35,20,210,16,4,0,0,12,293,15,0,51,11,0,0,21,55,5,0,10,5,2,2,39,1350
cell643,24,29,58,0,93,20,9,3,0,22,3,50,4,7,114,31,14,67,1,3,8,27,0,11,2,11,0,0,33,11,0,0,10,9,12,0,42,200,27,11,1,12,9,52,97,7,0,17,3,146,8,1,16,192,22,50,20,0,63,20,1,1,0,8,23,63,109,64,9,8,78,68,1,40,3,85,11,4,41,2,11,44,1,19,37,31,13,162,12,0,0,0,4,279,13,1,42,5,0,6,8,70,15,0,7,82,36,3,5,916
cell644,1,31,52,0,54,0,43,19,0,18,26,61,7,22,169,36,6,83,0,7,9,48,0,6,2,14,0,0,30,62,1,0,14,3,21,52,15,300,8,16,10,14,11,61,112,9,2,14,6,164,10,0,9,149,6,42,23,0,39,7,0,0,2,7,22,42,120,71,0,1,94,89,0,47,6,135,12,5,103,2,6,37,6,16,111,42,30,653,7,3,0,1,8,330,16,0,33,16,8,0,18,64,8,0,8,28,15,8,12,5278
cell645,0,15,18,0,24,5,4,4,4,40,4,44,13,7,223,41,18,105,4,16,6,40,0,7,49,8,1,1,32,11,15,2,43,3,24,0,26,409,21,16,1,6,17,11,24,5,2,44,8,235,5,2,2,45,23,52,141,0,90,4,7,11,0,49,95,34,112,13,2,2,125,82,0,6,40,11,19,0,100,24,16,68,0,60,46,5,28,75,0,32,0,2,11,532,24,3,36,11,10,0,23,44,1,0,23,203,0,161,9,49
cell646,3,25,85,0,46,0,6,8,7,21,0,95,10,93,223,45,23,74,0,2,8,57,1,8,15,7,2,6,42,4,3,3,17,9,32,13,22,373,30,12,20,2,24,28,130,0,2,10,1,209,10,0,10,57,12,39,29,0,95,11,5,0,0,9,27,89,138,68,4,7,185,88,2,23,10,72,28,11,174,5,5,61,4,13,28,47,24,165,4,11,0,0,24,407,15,0,57,19,0,0,9,29,10,1,11,7,8,15,10,1638
cell647,4,25,20,4,40,7,30,7,7,36,11,71,32,22,162,44,29,81,3,12,8,67,0,12,53,5,2,4,38,15,7,3,33,8,8,0,20,161,19,20,7,23,4,12,15,5,2,51,0,209,11,0,10,74,3,35,126,2,87,1,3,0,0,62,73,60,125,12,0,8,169,78,3,19,29,21,45,3,38,22,33,60,1,31,91,37,78,79,2,15,0,2,29,526,28,12,15,7,0,0,22,52,4,0,8,120,10,51,12,54
cell648,2,18,70,0,244,0,34,26,0,35,3,74,15,17,121,54,38,32,0,3,10,40,0,21,0,3,0,7,57,78,2,2,11,0,10,29,47,277,27,8,5,27,3,34,124,1,0,13,10,261,12,3,33,82,18,48,26,0,107,7,5,0,0,5,18,40,186,43,5,12,115,74,1,39,6,160,4,28,156,9,4,60,7,18,114,65,23,297,0,1,0,1,10,571,14,1,34,21,5,2,14,32,2,0,11,9,18,6,5,2892
cell649,11,9,14,0,13,0,16,9,5,32,8,50,28,2,163,29,7,59,0,41,13,26,1,6,60,4,0,1,33,6,14,6,39,6,4,1,17,265,26,30,16,10,13,37,14,1,5,65,1,152,11,0,17,41,10,42,46,0,55,1,7,0,2,48,105,34,89,15,6,1,86,59,0,8,28,7,61,3,105,31,42,65,1,88,66,19,89,51,1,7,0,4,29,418,25,2,52,23,11,0,10,44,26,0,9,55,17,265,11,109
cell650,0,21,16,2,3,0,19,13,2,91,9,89,14,15,218,46,30,96,0,16,26,63,1,19,51,10,0,3,43,10,20,3,40,17,20,0,28,471,11,25,23,41,8,9,12,9,1,50,11,268,9,0,36,77,9,43,128,0,84,1,8,0,2,78,126,104,154,16,3,16,307,92,0,3,29,6,32,1,102,52,6,78,0,60,137,28,101,61,0,12,0,1,39,718,35,19,32,15,14,12,25,34,17,0,26,138,3,62,2,55
cell651,20,27,85,3,246,0,45,17,0,40,11,103,9,10,304,38,46,98,0,3,2,59,4,17,16,5,3,0,36,43,2,0,13,2,3,24,15,561,20,19,12,4,4,33,81,9,0,19,23,191,9,0,27,209,4,55,39,0,64,5,2,0,0,15,20,74,177,73,5,7,82,96,1,33,7,108,17,46,151,9,7,61,2,4,81,52,38,369,13,7,0,1,15,436,12,0,22,28,2,0,25,37,3,0,9,8,2,19,27,977
cell652,41,23,65,26,176,2,30,8,0,34,10,58,9,80,235,46,22,83,0,4,5,28,0,15,26,9,1,1,39,19,1,0,21,3,16,168,37,374,25,18,12,12,15,0,102,6,0,12,18,213,4,0,29,229,28,48,46,0,74,8,10,0,0,20,36,65,145,64,1,6,99,75,0,18,9,145,9,1,40,3,8,50,3,11,79,32,52,336,10,15,0,3,5,360,19,3,51,35,1,4,11,31,5,0,6,13,37,3,29,521
cell653,2,40,99,16,90,0,27,5,3,27,12,83,18,120,169,53,22,37,0,1,4,51,0,12,3,5,1,1,40,37,2,1,18,10,35,195,9,379,27,17,10,21,2,5,97,20,0,16,20,233,6,4,10,313,6,56,49,0,92,12,9,0,0,35,35,123,137,33,2,5,137,89,0,23,9,55,17,41,192,7,7,31,12,21,61,23,56,340,1,3,0,0,8,475,11,1,78,25,10,3,22,50,1,0,6,13,3,6,8,1000
cell654,6,1132,125,2,131,21,49,51,4,34,4,64,26,17,149,47,49,83,1,8,16,39,6,12,2,13,0,2,50,40,10,0,13,6,43,23,17,303,36,17,11,24,19,37,78,3,0,16,6,180,8,6,13,448,17,47,17,0,80,20,3,0,0,13,33,61,147,49,5,6,212,70,12,25,11,83,14,89,82,2,9,45,7,9,75,206,43,647,47,6,0,0,4,368,14,0,7,21,3,4,7,20,10,0,9,9,9,4,39,2095
cell655,9,28,67,3,187,0,32,11,5,34,18,88,35,97,291,44,21,74,0,10,7,26,0,18,4,3,0,5,57,26,2,1,13,3,38,19,26,572,21,16,2,33,18,47,88,1,2,11,5,241,18,0,2,127,11,54,38,0,126,2,5,3,0,20,23,79,179,68,5,7,141,80,2,28,17,158,17,40,166,2,7,55,2,27,123,57,29,960,18,9,0,0,9,411,9,0,31,40,0,0,18,31,10,0,7,20,12,7,10,1128
cell656,13,22,21,2,2,0,5,9,1,72,32,59,34,6,108,29,11,71,8,4,17,30,2,8,48,7,2,3,25,16,4,4,30,5,6,13,24,176,8,16,4,5,13,1,29,6,0,55,25,74,6,3,13,58,6,28,218,0,56,1,4,0,0,125,159,37,89,17,7,5,65,52,1,7,21,27,71,0,71,45,121,44,0,142,20,43,126,92,3,24,6,0,51,373,38,9,42,10,7,0,17,28,9,0,4,121,2,105,5,159
cell657,11,37,99,0,78,2,55,18,0,24,21,79,12,89,265,49,19,55,1,8,11,15,0,16,1,11,1,0,28,37,7,2,25,7,26,180,37,372,14,18,13,9,10,50,127,14,0,30,4,189,9,0,2,278,21,55,74,0,102,0,5,0,0,32,57,57,128,72,8,13,88,66,0,25,12,199,45,13,184,15,15,51,4,5,33,90,46,703,6,14,0,5,20,316,23,0,60,5,7,2,10,23,8,1,7,11,11,2,16,1266
cell658,38,29,86,0,329,1,33,17,3,30,9,101,21,57,172,46,9,103,5,11,8,51,0,23,10,0,1,6,42,54,1,2,14,4,37,1,80,510,23,13,2,5,9,23,68,8,0,11,3,302,9,0,3,273,12,54,40,0,99,8,10,2,0,21,35,160,157,56,10,10,148,88,0,12,10,79,26,24,159,8,10,68,8,4,162,66,28,809,17,6,0,1,17,439,16,5,34,14,11,1,12,22,2,0,15,5,9,3,18,709
cell659,1,34,89,1,177,0,27,4,3,28,6,94,20,0,286,62,20,141,0,26,16,30,0,11,25,5,0,15,44,26,8,1,31,12,9,0,71,597,22,15,15,47,11,62,69,4,1,24,1,350,17,9,28,0,31,56,56,0,91,0,6,0,0,10,39,61,185,44,1,10,93,103,0,15,6,121,10,18,109,7,25,47,3,16,121,56,33,423,17,9,0,0,5,478,8,3,73,46,0,6,5,20,1,0,9,28,4,3,13,771
cell660,81,32,78,6,81,0,27,21,4,23,3,51,30,1,154,56,55,99,2,15,6,45,1,20,0,11,0,10,45,48,2,2,24,7,31,312,46,411,23,17,12,7,17,38,71,1,3,26,13,229,10,0,36,168,6,44,38,0,56,3,4,0,0,24,37,97,150,43,5,20,193,89,0,36,11,180,16,50,134,9,20,56,2,20,110,75,35,632,35,5,0,0,23,446,17,3,35,39,0,4,12,24,5,0,4,25,19,0,11,916
cell661,25,17,17,0,0,0,9,1,1,12,17,58,35,1,60,24,12,70,0,10,9,39,0,8,29,11,1,2,29,8,2,0,14,3,9,8,10,119,6,23,2,7,19,10,35,7,0,62,0,111,2,1,1,59,10,32,112,0,32,5,4,0,1,59,93,36,79,17,2,6,45,50,6,1,18,14,34,1,17,26,48,47,3,33,29,12,138,30,1,63,0,0,22,382,52,14,24,5,6,4,19,18,6,0,17,106,2,115,5,215
cell662,15,32,83,42,281,0,64,17,1,50,4,118,20,98,300,51,32,51,3,6,9,20,1,11,12,5,0,3,42,31,2,0,25,13,18,6,22,438,33,15,15,18,13,28,132,1,1,33,19,361,12,0,2,278,5,66,80,0,111,2,3,0,0,39,43,89,189,57,8,10,170,76,3,41,14,79,53,15,298,14,11,56,21,39,145,44,40,626,25,24,0,2,13,473,20,3,40,14,2,29,14,20,8,0,8,13,18,1,16,961
cell663,10,15,16,0,2,20,2,5,0,32,7,38,15,0,90,22,3,52,1,6,11,37,0,9,25,4,0,0,23,11,3,3,22,8,29,0,18,47,6,14,14,15,8,12,37,3,1,44,6,82,8,1,16,55,3,27,88,0,42,2,6,0,0,47,75,24,64,14,11,9,64,36,0,7,15,25,83,2,49,25,53,56,2,39,27,15,86,78,2,50,0,0,25,243,28,2,43,23,12,11,9,44,9,0,14,154,7,316,8,92
cell664,28,28,16,5,1,0,9,10,0,35,8,44,30,12,114,27,7,80,2,12,10,35,1,9,21,8,6,2,26,13,6,1,28,11,1,0,25,84,23,27,10,14,5,25,18,6,4,58,15,64,7,1,7,51,9,23,118,0,48,3,5,0,0,60,92,26,80,15,5,10,93,59,2,8,12,37,85,2,42,29,22,53,2,95,54,14,115,68,0,11,0,1,29,351,35,2,19,27,5,5,18,46,6,0,25,138,9,169,6,92
cell665,0,15,20,0,18,0,24,7,1,25,6,59,34,12,80,33,14,52,0,5,8,23,0,7,20,6,0,2,17,20,5,1,20,5,1,8,11,111,12,26,6,11,12,0,38,8,0,33,0,78,18,0,4,61,6,20,93,0,33,8,4,0,0,68,56,22,86,28,4,0,54,58,2,7,14,12,79,1,18,40,34,40,2,34,61,12,74,178,1,2,0,0,12,336,42,6,29,4,3,0,16,32,6,0,16,172,2,367,6,163
cell666,20,31,95,0,73,0,38,14,3,21,27,80,13,89,220,51,29,104,0,3,3,41,7,12,7,5,0,0,40,31,3,0,23,5,4,188,31,591,21,9,8,34,16,62,70,3,0,27,4,288,14,0,14,244,15,58,42,0,107,23,2,0,0,30,45,107,146,34,5,10,116,77,3,21,15,69,36,11,44,4,9,34,0,15,140,29,54,213,35,17,0,2,13,280,12,9,14,14,1,0,15,20,4,0,10,5,12,2,53,913
cell667,32,28,70,52,274,3,80,23,6,20,9,115,11,26,261,50,39,108,1,5,17,19,1,13,20,7,1,0,38,50,14,1,24,6,2,149,65,491,26,10,17,31,17,28,74,9,1,27,14,270,12,0,2,479,28,48,63,0,105,31,6,0,0,41,70,60,186,37,3,13,238,77,3,14,8,142,49,45,176,8,5,41,4,57,79,128,62,1143,21,16,0,0,8,367,15,2,59,15,0,1,16,14,9,0,10,3,10,1,19,1312
cell668,15,42,130,0,130,1,55,32,3,36,2,73,19,0,183,42,45,100,0,14,3,44,1,7,13,9,3,8,51,54,3,2,18,10,16,0,23,357,11,13,13,46,12,44,93,3,0,20,3,258,6,0,7,349,9,58,28,0,39,4,3,0,0,19,46,88,125,49,7,8,166,86,0,12,3,36,14,11,38,1,4,32,4,27,61,106,51,192,74,2,0,1,9,293,17,12,59,43,3,4,18,19,4,1,6,13,13,0,30,1684
cell669,0,130,90,0,159,0,59,34,7,36,11,108,47,54,175,37,33,143,1,11,12,26,0,2,4,7,3,7,56,52,3,2,22,6,22,22,37,361,21,13,8,8,12,40,65,7,4,26,1,298,11,0,4,248,34,62,42,0,109,31,5,0,1,28,47,97,164,67,1,11,143,73,0,12,6,154,14,9,114,15,9,47,1,13,72,47,23,700,6,16,1,1,33,307,21,5,45,8,0,1,14,17,0,0,18,5,3,3,14,1011
cell670,6,16,20,3,8,0,0,9,0,15,6,55,21,0,59,26,2,35,0,1,8,42,0,6,13,12,3,1,23,33,8,1,19,1,2,1,34,105,15,23,5,5,5,9,34,0,2,36,8,61,6,0,12,52,4,14,28,0,3,4,7,0,0,56,72,9,53,16,9,4,16,42,0,1,5,25,27,4,66,22,12,63,1,18,21,21,94,39,0,10,0,0,28,250,28,1,30,8,2,10,10,18,11,0,23,56,5,91,14,139
cell671,37,23,77,3,108,1,37,32,0,17,7,67,6,0,165,36,8,74,0,4,6,21,0,7,14,11,1,0,33,29,5,0,18,13,5,2,41,309,27,6,16,18,4,5,114,8,0,22,19,190,12,2,25,185,9,54,51,1,76,27,6,0,0,24,44,58,129,43,7,11,78,82,0,37,5,90,10,23,217,5,5,32,8,37,91,64,41,380,5,3,0,2,11,267,7,0,38,17,3,0,27,16,0,1,9,8,4,4,10,1088
cell672,1,32,84,1,179,6,14,3,3,17,14,57,11,21,192,36,14,75,4,1,9,28,0,10,13,5,5,3,31,28,3,3,21,5,0,0,23,371,22,18,1,1,9,3,82,0,1,19,3,177,7,1,1,25,9,42,52,0,21,31,1,0,2,23,37,69,125,55,0,7,54,80,0,15,9,99,21,18,74,12,5,36,4,1,69,25,12,409,43,11,0,1,7,188,14,3,28,14,1,0,24,20,2,0,8,5,15,1,18,349
cell673,0,152,91,0,160,11,53,19,0,17,9,95,31,29,293,44,31,98,0,19,4,34,0,11,8,4,1,0,35,47,2,8,18,19,62,30,60,508,17,12,8,21,10,12,58,5,0,25,15,188,5,1,2,545,18,70,23,0,98,11,0,6,0,19,44,83,145,55,0,9,195,82,0,38,17,130,36,3,185,3,2,31,4,28,132,169,38,668,149,5,0,0,19,360,6,5,51,32,1,0,13,28,11,0,8,7,7,2,10,696
cell674,0,22,9,0,1,1,6,5,2,13,3,27,16,17,53,16,7,27,1,7,3,21,0,7,20,4,0,5,25,4,2,1,16,7,3,0,4,57,3,11,2,5,2,4,38,5,1,39,0,35,2,0,21,22,7,19,82,0,28,4,4,0,0,49,72,13,40,31,7,10,42,15,0,9,21,11,66,4,4,21,36,43,0,26,29,14,99,231,0,20,0,2,13,177,29,12,20,11,7,0,25,40,9,0,17,189,6,162,3,112
cell675,49,40,105,0,143,2,64,104,6,27,3,125,29,1,259,51,32,116,1,4,6,21,0,6,0,7,6,0,46,37,4,1,11,1,36,19,167,419,42,20,16,2,11,18,118,21,0,22,7,262,1,1,16,353,20,59,45,0,111,3,6,10,0,20,55,107,153,87,7,11,154,82,13,15,10,128,41,68,217,7,12,37,9,36,170,61,16,1156,12,3,0,2,19,317,22,0,30,37,5,0,17,31,2,0,6,8,2,0,58,1114
cell676,44,20,18,0,0,0,15,2,1,37,2,40,17,0,85,21,1,12,3,3,5,43,0,3,23,7,5,4,20,9,6,0,14,7,13,1,13,88,10,17,1,6,7,11,35,3,5,33,18,100,12,0,13,51,5,26,73,0,41,0,4,1,0,68,55,66,80,18,2,4,94,47,2,16,19,17,62,0,41,35,6,59,0,52,62,28,38,91,0,4,0,2,7,353,11,0,13,11,6,1,9,35,8,0,10,144,0,216,7,122
cell677,41,21,21,1,0,0,14,5,3,20,7,57,22,19,86,28,17,63,1,3,10,27,1,6,19,1,0,3,27,7,5,2,12,7,12,5,15,72,1,16,2,1,2,0,30,2,4,41,5,88,10,0,9,28,13,23,99,0,34,15,1,0,0,60,81,55,82,24,4,6,66,51,0,5,15,5,23,1,25,17,28,58,2,43,30,25,111,49,0,19,0,1,41,267,27,29,15,2,4,12,16,49,14,0,5,119,4,91,11,116
cell678,9,33,99,34,55,115,40,7,2,37,1,92,24,6,97,42,44,92,2,5,9,40,0,12,1,8,1,0,28,23,4,0,19,4,4,12,29,431,14,12,1,15,18,55,107,6,1,24,23,186,12,0,26,277,4,26,56,0,89,17,3,0,0,5,47,41,161,38,12,9,141,96,2,35,11,106,34,80,174,10,10,23,8,23,40,90,61,495,32,5,0,2,29,278,11,5,28,33,0,4,12,16,0,0,8,5,0,0,21,1261
